Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	NaS_1 Spectral Count	NaS_2 Spectral Count	NaS_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_1 Spectral Count	LMWPE_2 Spectral Count	LMWPE_3 Spectral Count	NaS_1 Unique Spectral Count	NaS_2 Unique Spectral Count	NaS_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_1 Unique Spectral Count	LMWPE_2 Unique Spectral Count	LMWPE_3 Unique Spectral Count	NaS_1 Total Spectral Count	NaS_2 Total Spectral Count	NaS_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_1 Total Spectral Count	LMWPE_2 Total Spectral Count	LMWPE_3 Total Spectral Count	NaS_1 Intensity	NaS_2 Intensity	NaS_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_1 Intensity	LMWPE_2 Intensity	LMWPE_3 Intensity	NaS_1 MaxLFQ Intensity	NaS_2 MaxLFQ Intensity	NaS_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_1 MaxLFQ Intensity	LMWPE_2 MaxLFQ Intensity	LMWPE_3 MaxLFQ Intensity	Indistinguishable Proteins
AtRMS-02_contig_1_2434	AtRMS-02_contig_1_2434 rank: C; acetyl-CoA acyltransferase [EC:2.3.1.16] (db=kegg)	AtRMS-02_contig_1_2434 rank: C; acetyl-CoA acyltransferase [EC:2.3.1.16] (db=kegg)	NA	390	NA	NA	AtRMS-02_contig_1_2434 rank: C; acetyl-CoA acyltransferase [EC:2.3.1.16] (db=kegg)	1	0.999	28	6209	6209	6209	296	305	270	443	424	347	533	484	524	296	305	270	443	424	347	533	484	524	296	305	270	443	424	347	533	484	524	10542900	11196065	9452297	32202676	34210248	23919926	29871646	30117466	32236080	1294976.5	1335374.4	1265989.1	3309901	3174355	2388558.5	3356483.8	3037637.8	3053181.2	NA
AtRMS-02_contig_1_2436	AtRMS-02_contig_1_2436 rank: E	AtRMS-02_contig_1_2436 rank: E	NA	249	NA	NA	AtRMS-02_contig_1_2436 rank: E	1	0.999	16	214	214	214	13	16	27	23	23	40	16	23	23	13	16	27	23	23	40	16	23	23	13	16	27	23	23	40	16	23	23	200780.17	215672.6	352929.47	357367.1	396281.38	731126.25	371276.4	333940.28	294669.7	55963.836	64103.277	58401.082	81556.95	99098.4	114625.39	81991.99	81799.27	74638.87	NA
AtRMS-02_contig_1_2437	AtRMS-02_contig_1_2437 rank: D; DSBA-like thioredoxin domain [PF01323.26] (db=pfam)	AtRMS-02_contig_1_2437 rank: D; DSBA-like thioredoxin domain [PF01323.26] (db=pfam)	NA	233	NA	NA	AtRMS-02_contig_1_2437 rank: D; DSBA-like thioredoxin domain [PF01323.26] (db=pfam)	1	0.999	17	342	342	342	28	26	34	31	27	44	32	28	29	28	26	34	31	27	44	32	28	29	28	26	34	31	27	44	32	28	29	699418.75	764726	829811.5	1336289.9	1502755	1251398	881016.2	889683.75	923044.94	125557.93	142911.61	167415.95	270865.8	267120.6	225690.66	170796.14	180972.67	202248.55	NA
AtRMS-02_contig_1_2438	AtRMS-02_contig_1_2438 rank: C; dodecin (db=kegg)	AtRMS-02_contig_1_2438 rank: C; dodecin (db=kegg)	NA	66	NA	NA	AtRMS-02_contig_1_2438 rank: C; dodecin (db=kegg)	1	0.999	10	461	461	461	27	16	28	17	16	19	32	27	25	27	16	28	17	16	19	32	27	25	27	16	28	17	16	19	32	27	25	2684002.2	2184921.5	3158104.5	2737269.5	3463257.8	3256515.5	3587334.2	3595737	4912974	1026876.5	895158.1	1279032.6	1078724.1	1774587.2	1343883.4	1671595.4	1520722.8	1900491.2	NA
AtRMS-02_contig_1_244	AtRMS-02_contig_1_244 rank: C; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3] (db=kegg)	AtRMS-02_contig_1_244 rank: C; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3] (db=kegg)	NA	452	NA	NA	AtRMS-02_contig_1_244 rank: C; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3] (db=kegg)	1	0.999	18	241	241	241	19	13	15	17	25	28	30	28	33	19	13	15	17	25	28	30	28	33	19	13	15	17	25	28	30	28	33	227319.02	184735.98	220626.28	275539.56	360889.5	445069.34	363650.72	358986.44	384038.88	63423.273	61175.582	77998.71	78093.84	75876.46	79701.74	82941.35	81750.555	84984.08	NA
AtRMS-02_contig_1_2441	AtRMS-02_contig_1_2441 rank: E	AtRMS-02_contig_1_2441 rank: E	NA	506	NA	NA	AtRMS-02_contig_1_2441 rank: E	1	0.999	16	131	131	131	21	22	18	18	16	20	5	6	5	21	22	18	18	16	20	5	6	5	21	22	18	18	16	20	5	6	5	347702.47	323551.44	340938.38	305797.75	267978.8	266637.34	50961.1	68934.62	56526.258	59002.56	60288.414	62827.484	57172.793	52673.88	54151.42	24865.184	24872.826	23742.842	NA
AtRMS-02_contig_1_2442	AtRMS-02_contig_1_2442 rank: E	AtRMS-02_contig_1_2442 rank: E	NA	381	NA	NA	AtRMS-02_contig_1_2442 rank: E	1	0.999	27	622	622	622	6	10	9	47	45	34	16	13	4	6	10	9	47	45	34	16	13	4	6	10	9	47	45	34	16	13	4	112619.27	170648.4	211884.53	1089323.5	1313409.4	1399248	148206.42	136893.84	78900.48	39617.152	49407.84	58552.137	143533.45	170292.45	223881.56	36793.242	36831.055	39830.49	NA
AtRMS-02_contig_1_2443	AtRMS-02_contig_1_2443 rank: C; molecular chaperone HtpG (db=kegg)	AtRMS-02_contig_1_2443 rank: C; molecular chaperone HtpG (db=kegg)	NA	638	NA	NA	AtRMS-02_contig_1_2443 rank: C; molecular chaperone HtpG (db=kegg)	1	0.999	54	2012	2012	2012	207	226	182	208	205	176	228	234	241	207	226	182	208	205	176	228	234	241	207	226	182	208	205	176	228	234	241	7587757	8059504.5	7093604.5	11349538	11337134	10471717	11549897	12023934	11864927	779148.2	816684.44	862089.56	1052825	1027706.44	1118663.4	1104148.1	1130190	1101411	NA
AtRMS-02_contig_1_2444	AtRMS-02_contig_1_2444 rank: E	AtRMS-02_contig_1_2444 rank: E	NA	114	NA	NA	AtRMS-02_contig_1_2444 rank: E	1	0.999	5	198	198	198	11	10	11	12	18	14	6	7	18	11	10	11	12	18	14	6	7	18	11	10	11	12	18	14	6	7	18	157910.84	228205.38	179150.03	177578.22	129367.25	136476.7	125743.78	112647.36	191347.7	51506.633	73606.16	68149.336	52291.77	47143.418	50913.59	40402.71	39368.375	41596.72	NA
AtRMS-02_contig_1_2445	AtRMS-02_contig_1_2445 rank: C; outer membrane protein (db=kegg)	AtRMS-02_contig_1_2445 rank: C; outer membrane protein (db=kegg)	NA	196	NA	NA	AtRMS-02_contig_1_2445 rank: C; outer membrane protein (db=kegg)	1	0.999	11	775	775	775	4	12	6	19	18	16	1	0	1	4	12	6	19	18	16	1	0	1	4	12	6	19	18	16	1	0	1	165042.72	314655.8	205224.6	1377919.9	1420910.9	1023498.2	0	0	0	111138.21	178531.56	124229.24	451582.84	516923.47	471723.16	0	0	0	NA
AtRMS-02_contig_1_2446	AtRMS-02_contig_1_2446 rank: C; putative amino acid transporter (db=kegg)	AtRMS-02_contig_1_2446 rank: C; putative amino acid transporter (db=kegg)	NA	458	NA	NA	AtRMS-02_contig_1_2446 rank: C; putative amino acid transporter (db=kegg)	0.9995	0.999	2	28	28	28	4	1	1	3	1	2	2	3	3	4	1	1	3	1	2	2	3	3	4	1	1	3	1	2	2	3	3	25946.488	11669.186	12378.314	34564.824	32099.71	36491.543	55208.516	69196.09	61690.4	14917.638	0	0	0	0	0	30899.582	39782.26	34748.695	NA
AtRMS-02_contig_1_2447	AtRMS-02_contig_1_2447 rank: D; alpha/beta hydrolase fold [PF00561.26]; Serine aminopeptidase, S33 [PF12146.15]; Alpha/beta hydrolase family [PF12697.13] (db=pfam)	AtRMS-02_contig_1_2447 rank: D; alpha/beta hydrolase fold [PF00561.26]; Serine aminopeptidase, S33 [PF12146.15]; Alpha/beta hydrolase family [PF12697.13] (db=pfam)	NA	296	NA	NA	AtRMS-02_contig_1_2447 rank: D; alpha/beta hydrolase fold [PF00561.26]; Serine aminopeptidase, S33 [PF12146.15]; Alpha/beta hydrolase family [PF12697.13] (db=pfam)	1	0.999	12	293	293	293	26	29	33	26	30	34	30	32	32	26	29	33	26	30	34	30	32	32	26	29	33	26	30	34	30	32	32	796931.8	1017341.56	786353	1193014.4	1312760	1291973.1	1080051.4	1139835.2	1078641.8	184653.19	198851.05	206049.38	200468.12	218124.22	224287.66	201179.83	218345.7	223653.72	NA
AtRMS-02_contig_1_2448	AtRMS-02_contig_1_2448 rank: D; Domain of unknown function (DUF4442) [PF14539.12] (db=pfam)	AtRMS-02_contig_1_2448 rank: D; Domain of unknown function (DUF4442) [PF14539.12] (db=pfam)	NA	165	NA	NA	AtRMS-02_contig_1_2448 rank: D; Domain of unknown function (DUF4442) [PF14539.12] (db=pfam)	1	0.999	8	88	88	88	9	6	2	10	4	9	15	17	10	9	6	2	10	4	9	15	17	10	9	6	2	10	4	9	15	17	10	20493.754	324839.66	0	507578.1	377908.6	531223.94	554177	162978.25	435403.62	0	137539.31	0	299566.9	232908.75	296055.28	328240	365684.7	237130.28	NA
AtRMS-02_contig_1_2449	AtRMS-02_contig_1_2449 rank: C; osmotically inducible lipoprotein OsmB (db=kegg)	AtRMS-02_contig_1_2449 rank: C; osmotically inducible lipoprotein OsmB (db=kegg)	NA	118	NA	NA	AtRMS-02_contig_1_2449 rank: C; osmotically inducible lipoprotein OsmB (db=kegg)	1	0.999	5	1485	1485	1485	37	23	22	52	45	22	92	112	91	37	23	22	52	45	22	92	112	91	37	23	22	52	45	22	92	112	91	485518.78	555730.06	476642.88	2821844	2742550.5	843642.6	1826403.2	1695877.2	1513389	214925.02	256868.69	264409.4	1200022.1	1239698.9	359689.62	726657.8	687886	611280.2	NA
AtRMS-02_contig_1_245	AtRMS-02_contig_1_245 rank: C; two-component system, OmpR family, phosphate regulon response regulator PhoB (db=kegg)	AtRMS-02_contig_1_245 rank: C; two-component system, OmpR family, phosphate regulon response regulator PhoB (db=kegg)	NA	236	NA	NA	AtRMS-02_contig_1_245 rank: C; two-component system, OmpR family, phosphate regulon response regulator PhoB (db=kegg)	1	0.999	15	321	321	321	38	33	40	24	37	35	32	38	32	38	33	40	24	37	35	32	38	32	38	33	40	24	37	35	32	38	32	691408.3	714862.56	802466.94	606815.25	683749.75	830898.9	797279.94	890496.56	769794.3	158796.19	160888.69	162295.23	142754.9	158278.86	169373.22	173666.33	174397.52	179523.19	NA
AtRMS-02_contig_1_2450	AtRMS-02_contig_1_2450 rank: E	AtRMS-02_contig_1_2450 rank: E	NA	186	NA	NA	AtRMS-02_contig_1_2450 rank: E	1	0.999	8	86	86	86	5	5	5	5	2	6	8	3	9	5	5	5	5	2	6	8	3	9	5	5	5	5	2	6	8	3	9	59117.562	65150.723	70465.555	38864.66	16118.71	31482.918	90455.63	63654.867	104229.9	29134.826	31273.857	33531.633	17895.215	0	18213.873	34691.63	36682.52	33888.242	NA
AtRMS-02_contig_1_2454	AtRMS-02_contig_1_2454 rank: C; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	AtRMS-02_contig_1_2454 rank: C; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	NA	1392	NA	NA	AtRMS-02_contig_1_2454 rank: C; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	1	0.999	118	7327	7327	7327	757	743	692	700	705	582	758	808	774	757	743	692	700	705	582	758	808	774	757	743	692	700	705	582	758	808	774	50932180	54794292	51006728	53941668	54761508	52376020	49388156	51444008	53067784	1973704.8	2033502.5	2087117.6	1810877.1	1817029.5	2025060.4	1765903	1796534.6	1860533.9	NA
AtRMS-02_contig_1_2455	AtRMS-02_contig_1_2455 rank: C; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)	AtRMS-02_contig_1_2455 rank: C; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)	NA	1362	NA	NA	AtRMS-02_contig_1_2455 rank: C; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)	1	0.999	110	6707	6707	6707	760	728	673	575	585	495	721	726	737	760	728	673	575	585	495	721	726	737	760	728	673	575	585	495	721	726	737	39981012	44310000	43004528	40997900	42897424	40043080	39946540	41078592	43201440	1936706.4	2015666.5	1993716.8	1737919.5	1760748.6	1740234.4	1792850.8	1751599.6	1832676.2	NA
AtRMS-02_contig_1_2456	AtRMS-02_contig_1_2456 rank: C; large subunit ribosomal protein L7/L12 (db=kegg)	AtRMS-02_contig_1_2456 rank: C; large subunit ribosomal protein L7/L12 (db=kegg)	NA	123	NA	NA	AtRMS-02_contig_1_2456 rank: C; large subunit ribosomal protein L7/L12 (db=kegg)	1	0.999	13	577	577	577	41	52	48	51	66	26	71	72	50	41	52	48	51	66	26	71	72	50	41	52	48	51	66	26	71	72	50	5641559	6500425.5	5219123	8400029	9816443	2429866	6419750.5	6486719.5	6443708.5	3158198	2711005	1418546.4	3576208	4172989.2	1376517.9	2826424	3458683.5	2362765.2	NA
AtRMS-02_contig_1_2457	AtRMS-02_contig_1_2457 rank: C; large subunit ribosomal protein L10 (db=kegg)	AtRMS-02_contig_1_2457 rank: C; large subunit ribosomal protein L10 (db=kegg)	NA	168	NA	NA	AtRMS-02_contig_1_2457 rank: C; large subunit ribosomal protein L10 (db=kegg)	1	0.999	16	1226	1226	1226	129	125	128	129	125	117	96	109	109	129	125	128	129	125	117	96	109	109	129	125	128	129	125	117	96	109	109	13459174	14838847	13817381	19285060	20224866	11993050	12379203	12854619	11762327	4272083	4568890	3937640.8	6448376	5963229.5	3353749.5	3406774	3605939.2	3872457.2	NA
AtRMS-02_contig_1_2458	AtRMS-02_contig_1_2458 rank: C; large subunit ribosomal protein L1 (db=kegg)	AtRMS-02_contig_1_2458 rank: C; large subunit ribosomal protein L1 (db=kegg)	NA	231	NA	NA	AtRMS-02_contig_1_2458 rank: C; large subunit ribosomal protein L1 (db=kegg)	1	0.999	18	1415	1415	1415	105	124	110	140	141	147	155	144	122	105	124	110	140	141	147	155	144	122	105	124	110	140	141	147	155	144	122	8224803	11586496	10129363	25679218	23821742	22868738	12290609	14387277	15889317	1976896	2299435.2	2409630	4472128.5	4280644	5230221	2278930.2	3194419.8	3867653.8	NA
AtRMS-02_contig_1_2459	AtRMS-02_contig_1_2459 rank: C; large subunit ribosomal protein L11 (db=kegg)	AtRMS-02_contig_1_2459 rank: C; large subunit ribosomal protein L11 (db=kegg)	NA	142	NA	NA	AtRMS-02_contig_1_2459 rank: C; large subunit ribosomal protein L11 (db=kegg)	1	0.999	12	731	731	731	62	60	70	48	59	35	68	69	72	62	60	70	48	59	35	68	69	72	62	60	70	48	59	35	68	69	72	13557223	13797224	15194508	16066201	16082969	13592300	11302156	11541500	14408794	4132454.2	4214256	5042209	4607035	4874052.5	4544020.5	3813388.5	3569554	5256393.5	NA
AtRMS-02_contig_1_246	AtRMS-02_contig_1_246 rank: E	AtRMS-02_contig_1_246 rank: E	NA	239	NA	NA	AtRMS-02_contig_1_246 rank: E	1	0.999	15	94	94	94	6	5	7	17	17	10	11	8	11	6	5	7	17	17	10	11	8	11	6	5	7	17	17	10	11	8	11	116833	167027.2	166009.81	244979.92	241844.19	289514.4	133019.1	125697.14	111429.25	52429.855	84034.5	82871.9	98329.53	101174.87	86812.33	52671.055	50857.11	50560.16	NA
AtRMS-02_contig_1_2460	AtRMS-02_contig_1_2460 rank: C; transcription termination/antitermination protein NusG (db=kegg)	AtRMS-02_contig_1_2460 rank: C; transcription termination/antitermination protein NusG (db=kegg)	NA	177	NA	NA	AtRMS-02_contig_1_2460 rank: C; transcription termination/antitermination protein NusG (db=kegg)	1	0.999	11	559	559	559	61	52	46	52	52	28	71	69	81	61	52	46	52	52	28	71	69	81	61	52	46	52	52	28	71	69	81	2562707.5	2623239.2	2081423.2	4002049	3702484	2324984	3779544.2	3509549.8	3953777.5	932882.1	901083.3	877281.6	1131710.6	1025833.4	884362.44	1177819.4	1017080.1	1217128.8	NA
AtRMS-02_contig_1_2461	AtRMS-02_contig_1_2461 rank: C; preprotein translocase subunit SecE (db=kegg)	AtRMS-02_contig_1_2461 rank: C; preprotein translocase subunit SecE (db=kegg)	NA	146	NA	NA	AtRMS-02_contig_1_2461 rank: C; preprotein translocase subunit SecE (db=kegg)	0.9778	0.999	1	8	8	8	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	82294.195	103955.1	105271.766	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_2462	AtRMS-02_contig_1_2462 rank: C; elongation factor Tu (db=kegg)	AtRMS-02_contig_1_2462 rank: C; elongation factor Tu (db=kegg)	NA	396	NA	NA	AtRMS-02_contig_1_2462 rank: C; elongation factor Tu (db=kegg)	1	0.999	39	10821	0	10821	1283	1171	1180	1095	1086	1025	1110	1043	1131	0	0	0	0	0	0	0	0	0	1283	1171	1180	1095	1086	1025	1110	1043	1131	131996112	143553408	112360608	161269008	154959024	129094808	132025000	129215528	135162112	14122378	15605472	12474973	23752396	22092702	15285298	14879501	14135976	16003002	AtRMS-02_contig_1_783
AtRMS-02_contig_1_2463	AtRMS-02_contig_1_2463 rank: D; chorismate binding enzyme [PF00425.24] (db=pfam)	AtRMS-02_contig_1_2463 rank: D; chorismate binding enzyme [PF00425.24] (db=pfam)	NA	60	NA	NA	AtRMS-02_contig_1_2463 rank: D; chorismate binding enzyme [PF00425.24] (db=pfam)	0.9995	0.999	1	37	37	37	0	2	0	2	2	3	7	10	11	0	2	0	2	2	3	7	10	11	0	2	0	2	2	3	7	10	11	0	45214.777	0	85179.734	76905.72	78914.2	83464.56	137979.47	140643.12	0	0	0	0	0	0	72660.65	113994.48	107298.92	NA
AtRMS-02_contig_1_2464	AtRMS-02_contig_1_2464 rank: C; anthranilate synthase component I [EC:4.1.3.27] (db=kegg)	AtRMS-02_contig_1_2464 rank: C; anthranilate synthase component I [EC:4.1.3.27] (db=kegg)	NA	451	NA	NA	AtRMS-02_contig_1_2464 rank: C; anthranilate synthase component I [EC:4.1.3.27] (db=kegg)	1	0.999	32	793	793	793	104	95	97	73	73	90	74	79	79	104	95	97	73	73	90	74	79	79	104	95	97	73	73	90	74	79	79	4134152.8	4390141	4251332	3092651.2	2987694.8	3607274.8	2843349.5	2823811	2870329.2	461894.44	460985.28	450203.7	316765.12	298224.97	305647.03	286349.6	295652.44	289461.1	NA
AtRMS-02_contig_1_2465	AtRMS-02_contig_1_2465 rank: C; phosphoglycolate phosphatase [EC:3.1.3.18] (db=kegg)	AtRMS-02_contig_1_2465 rank: C; phosphoglycolate phosphatase [EC:3.1.3.18] (db=kegg)	NA	156	NA	NA	AtRMS-02_contig_1_2465 rank: C; phosphoglycolate phosphatase [EC:3.1.3.18] (db=kegg)	1	0.999	6	267	267	267	31	32	27	24	25	16	36	34	26	31	32	27	24	25	16	36	34	26	31	32	27	24	25	16	36	34	26	674251.3	660658.56	562226.6	599446.9	531558.8	528666.7	820434.1	811844	799452.7	242562.45	232774.1	207937.94	192690.83	182160.25	200268.67	288140	281347.78	278669.72	NA
AtRMS-02_contig_1_2466	AtRMS-02_contig_1_2466 rank: D; Haloacid dehalogenase-like hydrolase [PF13419.12] (db=pfam)	AtRMS-02_contig_1_2466 rank: D; Haloacid dehalogenase-like hydrolase [PF13419.12] (db=pfam)	NA	78	NA	NA	AtRMS-02_contig_1_2466 rank: D; Haloacid dehalogenase-like hydrolase [PF13419.12] (db=pfam)	1	0.999	2	56	56	56	8	6	4	3	3	3	9	5	10	8	6	4	3	3	3	9	5	10	8	6	4	3	3	3	9	5	10	152058.4	117901.6	101795.4	110180.52	109824.055	59939.1	185859.7	195011.31	203620.84	61953.336	67475.51	74000.37	101872.734	100124.81	62947.85	67938.18	81430.2	73777.64	NA
AtRMS-02_contig_1_2467	AtRMS-02_contig_1_2467 rank: D; Inner membrane component of T3SS, cytoplasmic domain [PF16697.10]; FHA domain [PF00498.31] (db=pfam)	AtRMS-02_contig_1_2467 rank: D; Inner membrane component of T3SS, cytoplasmic domain [PF16697.10]; FHA domain [PF00498.31] (db=pfam)	NA	216	NA	NA	AtRMS-02_contig_1_2467 rank: D; Inner membrane component of T3SS, cytoplasmic domain [PF16697.10]; FHA domain [PF00498.31] (db=pfam)	1	0.999	15	1020	1020	1020	114	81	73	64	74	53	127	130	125	114	81	73	64	74	53	127	130	125	114	81	73	64	74	53	127	130	125	2503372.8	2376424.5	1958063.2	2635154.2	3019147.2	2568991.8	4776709	4675753	4335037	401170.56	390307.12	360515.47	394996.7	449768	521225	698812.56	690194.5	637926.8	NA
AtRMS-02_contig_1_2468	AtRMS-02_contig_1_2468 rank: C; general secretion pathway protein D (db=kegg)	AtRMS-02_contig_1_2468 rank: C; general secretion pathway protein D (db=kegg)	NA	751	NA	NA	AtRMS-02_contig_1_2468 rank: C; general secretion pathway protein D (db=kegg)	1	0.999	33	506	506	506	17	18	18	61	96	71	19	21	19	17	18	18	61	96	71	19	21	19	17	18	18	61	96	71	19	21	19	313167.5	479607.94	354419.62	1675442.9	2901063	3028298.5	441246.38	268705.66	355712.78	89255.945	97565.62	104923.98	291567.12	476502.12	529851.25	92757.28	93700.98	92730.125	NA
AtRMS-02_contig_1_2469	AtRMS-02_contig_1_2469 rank: C; general secretion pathway protein C (db=kegg)	AtRMS-02_contig_1_2469 rank: C; general secretion pathway protein C (db=kegg)	NA	279	NA	NA	AtRMS-02_contig_1_2469 rank: C; general secretion pathway protein C (db=kegg)	1	0.999	7	194	194	194	12	10	10	14	19	10	18	22	33	12	10	10	14	19	10	18	22	33	12	10	10	14	19	10	18	22	33	152516.9	144420.12	157291.02	222917.1	301168.7	164714	314059.34	309785.75	356033.06	49017.598	49006.434	45790.133	78288.61	91762.02	64190.043	89312.086	88614.93	98323.53	NA
AtRMS-02_contig_1_247	AtRMS-02_contig_1_247 rank: D; short chain dehydrogenase [PF00106.31]; Enoyl-(Acyl carrier protein) reductase [PF13561.12] (db=pfam)	AtRMS-02_contig_1_247 rank: D; short chain dehydrogenase [PF00106.31]; Enoyl-(Acyl carrier protein) reductase [PF13561.12] (db=pfam)	NA	279	NA	NA	AtRMS-02_contig_1_247 rank: D; short chain dehydrogenase [PF00106.31]; Enoyl-(Acyl carrier protein) reductase [PF13561.12] (db=pfam)	1	0.999	16	868	868	868	22	20	23	101	113	69	147	152	121	22	20	23	101	113	69	147	152	121	22	20	23	101	113	69	147	152	121	505719.22	692278.4	613525.06	6682232	6788551.5	5458372.5	6442608	6853972	6483990.5	198698.94	195065.31	306394.53	1158848	1091687.1	1264886.1	1223100.2	1335633.8	1330007.4	NA
AtRMS-02_contig_1_2470	AtRMS-02_contig_1_2470 rank: C; general secretion pathway protein N (db=kegg)	AtRMS-02_contig_1_2470 rank: C; general secretion pathway protein N (db=kegg)	NA	246	NA	NA	AtRMS-02_contig_1_2470 rank: C; general secretion pathway protein N (db=kegg)	1	0.999	14	173	173	173	5	8	11	17	15	16	20	24	15	5	8	11	17	15	16	20	24	15	5	8	11	17	15	16	20	24	15	155997.61	152708.52	418443.34	517603.9	605273.8	601590.06	843016	942190.9	861366	66974.055	79523.98	124338.695	147731.73	170110.12	192442.1	201145.8	222360.48	213003.52	NA
AtRMS-02_contig_1_2471	AtRMS-02_contig_1_2471 rank: C; DNA-binding protein H-NS (db=kegg)	AtRMS-02_contig_1_2471 rank: C; DNA-binding protein H-NS (db=kegg)	NA	108	NA	NA	AtRMS-02_contig_1_2471 rank: C; DNA-binding protein H-NS (db=kegg)	1	0.999	8	419	419	419	66	57	47	25	39	12	56	53	58	66	57	47	25	39	12	56	53	58	66	57	47	25	39	12	56	53	58	3180959.2	3153217	3546523.5	1343024.4	1921693.9	871580.5	3539262.2	3304171.8	3726782.8	1189772	1122529.5	2183402	458334.88	557289.4	495051.5	1086394.2	879234.94	859884.06	NA
AtRMS-02_contig_1_2472	AtRMS-02_contig_1_2472 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	AtRMS-02_contig_1_2472 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	NA	143	NA	NA	AtRMS-02_contig_1_2472 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	1	0.999	7	138	138	138	15	11	10	8	11	16	21	20	22	15	11	10	8	11	16	21	20	22	15	11	10	8	11	16	21	20	22	180037.1	213399.03	102892.89	88714.305	182288.83	183974.47	394700.72	395057.2	330759.28	71713.586	74226.125	98715.42	65991.164	69723.67	86763.81	93070.29	94901.58	96554.45	NA
AtRMS-02_contig_1_2473	AtRMS-02_contig_1_2473 rank: E	AtRMS-02_contig_1_2473 rank: E	NA	397	NA	NA	AtRMS-02_contig_1_2473 rank: E	1	0.999	14	115	115	115	8	9	13	11	12	9	14	11	18	8	9	13	11	12	9	14	11	18	8	9	13	11	12	9	14	11	18	137984.08	117490.84	220874.45	310559.53	262142.53	278240.56	253397.1	232279.2	240675.14	45069.605	44492.223	51907.613	60889.523	62341.61	64723.508	62085.145	60293.445	59365.24	NA
AtRMS-02_contig_1_2474	AtRMS-02_contig_1_2474 rank: E	AtRMS-02_contig_1_2474 rank: E	NA	278	NA	NA	AtRMS-02_contig_1_2474 rank: E	1	0.999	12	143	143	143	17	9	7	15	18	17	16	14	15	17	9	7	15	18	17	16	14	15	17	9	7	15	18	17	16	14	15	134756.67	121206.484	152914.1	361292.62	327965.72	295645.97	834171.7	1462185.5	1626262.8	109268.7	103547.22	136653.14	161013.58	164749.27	153618.88	132243.55	171932.4	125255.6	NA
AtRMS-02_contig_1_2475	AtRMS-02_contig_1_2475 rank: C; uroporphyrinogen-III synthase [EC:4.2.1.75] (db=kegg)	AtRMS-02_contig_1_2475 rank: C; uroporphyrinogen-III synthase [EC:4.2.1.75] (db=kegg)	NA	259	NA	NA	AtRMS-02_contig_1_2475 rank: C; uroporphyrinogen-III synthase [EC:4.2.1.75] (db=kegg)	1	0.999	11	40	40	40	3	7	9	1	2	0	5	8	4	3	7	9	1	2	0	5	8	4	3	7	9	1	2	0	5	8	4	73242.6	75003.84	158981.94	15375.654	13713.24	0	100806.86	117208.15	53430.195	51047.582	38595.684	53967.754	0	0	0	28273.994	36721.29	44270.85	NA
